0.00032960000000 0.00091200000000 10
0.00093340000000 0.00570550000000 20
0.00275690000000 0.02448230000000 30
0.00361470000000 0.04284750000000 40
0.00504790000000 0.06990100000000 50
0.00708250000000 0.11910540000000 60
0.01020420000000 0.20086800000000 70
0.01281260000000 0.28517190000000 80
0.01598590000000 0.40869280000000 90
0.01986120000000 0.57724480000000 100
0.02450300000000 0.77032560000000 110
0.02886110000000 1.00990010000000 120
0.03521030000000 1.35720560000000 130
0.04150770000000 1.65578260000000 140
0.04708140000000 2.02818720000000 150
0.05521750000000 2.50694760000000 160
0.05878640000000 2.85066480000000 170
0.06556270000000 3.38279990000000 180
0.07529570000000 4.15389890000000 190
0.08576980000000 4.85184590000000 200
0.09069880000000 5.51632890000000 210
0.09800910000000 6.21155450000000 220
0.10719500000000 7.05512340000000 230
0.11681400000000 8.01588430000000 240
0.12970290000000 9.31513630000000 250
